Unnamed: 0,Title,Artist,Top Genre,Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Genre
66876,The Grateful Song,Blake Rules;Netherfriends,kids,0.389,0.787,-13.21,0.167,0.863,116202,0.0588,0.281,8,Children's/Disney
66878,Take the Party Outside,Cupid,kids,0.792,0.837,-6.588,0.4,0.72,192496,0.00228,0.17,9,Children's/Disney
66879,Bears :They Are Your Friends,Koo Koo Kanga Roo,kids,0.743,0.825,-5.665,0.574,0.929,60000,0.0881,0.0519,8,Children's/Disney
66880,I Like the Way You Move,Cupid;Level;Mr Phat,kids,0.646,0.792,-10.211,0.166,0.679,240000,0.0178,0.217,8,Children's/Disney
66881,Bee Over There,Koo Koo Kanga Roo,kids,0.933,0.826,-4.366,0.125,0.791,60000,0.0657,0.0603,8,Children's/Disney
66883,This Is Me,Mini Pop Kids,kids,0.669,0.451,-4.121,0.499,0.42,231506,0.463,0.0434,9,Children's/Disney
66886,The Super Mario Kart Song,Poop Emoji,kids,0.69,0.908,-8.348,0.366,0.664,66873,0.012,0.242,9,Children's/Disney
66887,Fight Song,Mini Pop Kids,kids,0.637,0.433,-4.955,0.157,0.438,205080,0.293,0.0585,9,Children's/Disney
66888,Chicken Dance,The Hampsters,kids,0.428,0.814,-11.141,0.113,0.906,128426,0.0242,0.0285,8,Children's/Disney
66890,The Walmart Shuffle,Cupid,kids,0.351,0.783,-15.222,0.0677,0.818,198765,0.0705,0.119,9,Children's/Disney
66892,Me and You Against the World,Cupid,kids,0.67,0.767,-6.556,0.0513,0.387,306420,0.000702,0.0327,7,Children's/Disney
66894,Don't Call Me Angel,Mini Pop Kids,kids,0.685,0.777,-5.709,0.129,0.192,188973,0.00808,0.041,8,Children's/Disney
66895,I Don't Care,Onyx Kids,kids,0.714,0.703,-3.947,0.168,0.389,128683,0.331,0.036,7,Children's/Disney
66896,Rudolph the Red-Nosed Reindeer,Top of the Bus,kids,0.652,0.544,-5.302,0.172,0.849,118222,0.654,0.0309,8,Children's/Disney
66897,Jump Around,Kids Rap'n The Hits,kids,0.858,0.877,-5.67,0.204,0.713,201506,0.0115,0.0477,7,Children's/Disney
66898,You Spin Me Round (Like a Record),Mini Pop Kids,kids,0.928,0.754,-3.021,0.039,0.671,216440,0.00173,0.0458,8,Children's/Disney
66899,I Love Me (feat. Foxx),Cupid;Foxx,kids,0.654,0.812,-5.453,0.181,0.682,258533,0.158,0.287,8,Children's/Disney
66900,New Wind,Secret Agent 23 Skidoo;Juan Holladay,kids,0.587,0.808,-10.522,0.0964,0.791,178858,0.207,0.261,8,Children's/Disney
66901,Old Macdonald Had A Farm,Dora The Explorer,kids,0.914,0.895,-3.783,0.32,0.962,223786,0.133,0.0515,22,Children's/Disney
66907,The Itsy Bitsy Spider,Dora The Explorer,kids,0.226,0.766,-5.875,0.165,0.877,48786,0.785,0.055,12,Children's/Disney
66912,There Were Ten in the Bed,Kidsounds,kids,0.637,0.816,-7.992,0.159,0.815,168533,0.223,0.0372,16,Children's/Disney
66914,The Wheels On the Bus (Las Ruedas En El Autobús),Babyboomboom,kids,0.153,0.802,-18.05,0.107,0.96,177000,0.761,0.532,23,Children's/Disney
66915,Brush Your Teeth,Hip Hop Harry,kids,0.919,0.915,-5.25,0.151,0.764,44359,0.00794,0.493,8,Children's/Disney
66916,The Wheels On The Bus,The Palace Singers,kids,0.312,0.857,-12.437,0.102,0.92,173613,0.179,0.0611,19,Children's/Disney
66917,Cody the Coyote,Koo Koo Kanga Roo,kids,0.518,0.731,-12.156,0.0375,0.721,154000,0.322,0.232,9,Children's/Disney
66918,This Little Piggy (Ce Petit Cochon),Babyboomboom,kids,0.188,0.816,-15.239,0.276,0.526,48000,0.854,0.915,8,Children's/Disney
66919,Mozartistic (feat. Orion Weiss & Marley Carroll),Secret Agent 23 Skidoo;Asheville Symphony;Orion Weiss;Marley Carroll,kids,0.874,0.782,-7.458,0.155,0.731,190146,0.163,0.169,9,Children's/Disney
66921,Happy Birthday to You,The Nursery Rhymes Superstar,kids,0.0743,0.843,-15.641,0.113,0.659,87000,0.961,0.045,8,Children's/Disney
66922,Please Come to My Christmas Party,Koo Koo Kanga Roo,kids,0.846,0.659,-6.236,0.066,0.886,192000,0.0173,0.223,8,Children's/Disney
66923,Whisker Haven Tales with Palace Pets Theme Song,The Kiddie Katz,kids,0.669,0.709,-8.605,0.109,0.953,55847,0.204,0.0333,28,Children's/Disney
66927,The Mulberry Bush (Le Gros Murier),Babyboomboom,kids,0.153,0.849,-17.555,0.0937,0.96,105200,0.77,0.208,7,Children's/Disney
66928,Can't Have Rainbows,Hip Hop Harry,kids,0.681,0.949,-8.474,0.0771,0.937,129416,0.0538,0.0753,8,Children's/Disney
66929,We Wish You a Merry Christmas,Dora The Explorer,kids,0.681,0.74,-3.461,0.0793,0.917,78640,0.544,0.0265,8,Children's/Disney
66930,Bread Bowl,Koo Koo Kanga Roo,kids,0.636,0.731,-12.984,0.0519,0.946,147200,0.0731,0.0476,8,Children's/Disney
66932,If You're Happy and You Know It (Si Tu Es Content),Babyboomboom,kids,0.174,0.865,-16.536,0.115,0.822,96813,0.361,0.875,7,Children's/Disney
66933,Shimmer and Shine Theme,The Kiddie Katz,kids,0.763,0.771,-8.255,0.29,0.281,44828,0.556,0.0481,29,Children's/Disney
66936,Stand in Place and Move,Mark D. Pencil,kids,0.784,0.768,-7.974,0.367,0.124,182920,0.0434,0.234,8,Children's/Disney
66937,The Little Drummer Boy,Top of the Bus,kids,0.623,0.431,-6.664,0.299,0.296,139436,0.563,0.0304,8,Children's/Disney
66938,Lit (feat. Lil Duval),That Girl Lay Lay;Lil Duval,kids,0.649,0.838,-6.639,0.153,0.454,208666,0.139,0.335,9,Children's/Disney
66939,Starships - Clean Lyrics,Kids Rock Kidz,kids,0.495,0.651,-7.056,0.529,0.771,192640,0.00389,0.038,30,Children's/Disney
66941,The Pirate Song (When I Was One),Top of the Bus,kids,0.913,0.599,-3.827,0.0645,0.968,118344,0.232,0.195,9,Children's/Disney
66942,Macy's Day Parade,That Girl Lay Lay;Tha Slay Gang,kids,0.642,0.85,-6.665,0.2,0.52,89200,0.000378,0.367,8,Children's/Disney
66943,Following Directions With Exercise,Mark D. Pencil,kids,0.605,0.934,-8.324,0.0837,0.673,121653,0.00577,0.281,9,Children's/Disney
66944,Numbers Help Me Count to 100 Rap!,Mark D. Pencil,kids,0.712,0.813,-5.104,0.0433,0.587,148666,0.0462,0.281,7,Children's/Disney
66945,"1,2,3,4,5 (Once I Caught a Fish Alive)",Top of the Bus,kids,0.696,0.572,-6.394,0.107,0.963,78315,0.868,0.0403,7,Children's/Disney
66946,Days Of The Week,Mark D. Pencil,kids,0.63,0.701,-6.164,0.246,0.822,94440,0.217,0.0529,9,Children's/Disney
66948,Zoom Zoom Zoom We're Going to the Moon,Top of the Bus,kids,0.738,0.648,-5.292,0.206,0.435,89777,0.465,0.0565,7,Children's/Disney
66949,This Little Piggy Went to Market,Top of the Bus,kids,0.403,0.421,-7.45,0.0899,0.508,99955,0.914,0.0273,9,Children's/Disney
66951,Dance and Freeze,Jack Hartmann,kids,0.799,0.963,-4.127,0.247,0.729,122045,0.326,0.106,20,Children's/Disney
66956,Great Bear,The Jamborees,kids,0.379,0.735,-14.658,0.194,0.549,65893,0.699,0.953,9,Children's/Disney
66958,If You're Happy and You Know It,Jack Hartmann,kids,0.771,0.886,-5.586,0.35,0.903,123146,0.0913,0.047,8,Children's/Disney
66959,Days in the Month Rap,Jack Hartmann,kids,0.847,0.905,-6.331,0.0544,0.864,78373,0.258,0.441,8,Children's/Disney
66961,Skip Count by 3's,Jack Hartmann,kids,0.748,0.892,-6.347,0.0994,0.891,123040,0.0558,0.122,8,Children's/Disney
66962,Animals in Action 1,Jack Hartmann,kids,0.817,0.764,-4.748,0.0936,0.924,193846,0.45,0.031,8,Children's/Disney
66963,Springtime Bunny Dance and Freeze,Jack Hartmann,kids,0.756,0.957,-7.842,0.0418,0.592,180010,0.0832,0.184,8,Children's/Disney
66964,Rain Games,The Jamborees,kids,0.169,0.909,-11.521,0.15,0.907,79720,0.927,0.105,8,Children's/Disney
66965,If You're Happy and You Know It (Si Te Sientes Contento),Babyboomboom,kids,0.192,0.833,-17.423,0.0832,0.821,94960,0.39,0.929,22,Children's/Disney
66966,I Like to Eat Apples and Bananas,Little Apple Band,kids,0.246,0.542,-15.471,0.0623,0.72,108520,0.522,0.0709,17,Children's/Disney
66968,What Letter Is It,Jack Hartmann,kids,0.687,0.931,-6.521,0.163,0.954,264438,0.0121,0.0442,9,Children's/Disney
66969,Counting by Fours Song,Have Fun Teaching,kids,0.565,0.794,-14.536,0.155,0.45,151680,0.13,0.0581,7,Children's/Disney
66970,"""C"" IS FOR COOKIE",Little Apple Band,kids,0.812,0.553,-5.542,0.0794,0.871,84305,0.132,0.0558,32,Children's/Disney
66971,PEOPLE IN YOUR NEIGHBORHOOD,Little Apple Band,kids,0.519,0.763,-7.812,0.214,0.754,136225,0.813,0.0504,22,Children's/Disney
66972,Counting by Fives Song,Have Fun Teaching,kids,0.55,0.883,-11.086,0.321,0.628,181000,0.0633,0.0947,9,Children's/Disney
66973,Mickey Mouse Clubhouse Theme,Little Apple Band,kids,0.89,0.694,-8.344,0.0656,0.429,57862,0.3,0.222,28,Children's/Disney
66978,Hot Cross Buns,The Jamborees,kids,0.584,0.735,-11.988,0.0945,0.914,65266,0.43,0.0374,9,Children's/Disney
66979,Here We Go Round the Mulberry Bush,The Jamborees,kids,0.489,0.818,-14.19,0.314,0.824,133693,0.516,0.0619,8,Children's/Disney
66980,Move It to the Sounds 1,Jack Hartmann,kids,0.496,0.872,-8.321,0.0271,0.664,192027,0.44,0.0966,9,Children's/Disney
66981,Rock N' Ride N' Rally,Little Apple Band,kids,0.704,0.806,-8.0,0.0965,0.969,89943,0.494,0.221,9,Children's/Disney
66982,SESAME STREET THEME (REMIX),Little Apple Band,kids,0.632,0.644,-7.655,0.395,0.817,90798,0.143,0.041,9,Children's/Disney
66983,"With My Foot I Tap, Tap, Tap",The Jamborees,kids,0.312,0.876,-10.724,0.0798,0.944,89960,0.284,0.0443,8,Children's/Disney
66984,Peas On Toast,The Jamborees,kids,0.217,0.795,-12.557,0.169,0.871,95746,0.93,0.0604,8,Children's/Disney
66985,Boom Chicka Rock,John Archambault and David Plummer,kids,0.288,0.756,-11.571,0.113,0.364,407026,0.681,0.0399,8,Children's/Disney
66986,"One Finger, One Thumb",The Jamborees,kids,0.515,0.851,-12.249,0.0532,0.875,92466,0.388,0.0537,9,Children's/Disney
66987,A B C Disco,Jack Hartmann,kids,0.705,0.932,-6.841,0.544,0.949,81546,0.288,0.0657,7,Children's/Disney
66989,London Bridge Is Falling Down,Cooltime Kids,kids,0.709,0.949,-8.768,0.0738,0.977,104626,0.317,0.0325,9,Children's/Disney
66990,Fraggle Rock Theme,Little Apple Band,kids,0.443,0.85,-8.698,0.0884,0.723,198985,0.536,0.163,8,Children's/Disney
66994,I Love the Mountains,John Archambault and David Plummer,kids,0.284,0.556,-14.224,0.34,0.35,130253,0.967,0.0377,8,Children's/Disney
66996,"""C"" is for Cookie",Little Apple Band,kids,0.611,0.664,-8.687,0.0408,0.758,86675,0.12,0.0886,8,Children's/Disney
66997,Can You Feel The Love Tonight,Choo Choo Soul;Genevieve Goings,kids,0.555,0.463,-6.709,0.372,0.5,182466,0.511,0.0648,9,Children's/Disney
66999,The Exercise Game #3,Mark D. Pencil,kids,0.683,0.602,-9.096,0.0535,0.148,347746,0.019,0.196,9,Children's/Disney
67052,Normal,Feid,latin,0.56,0.709,-4.867,0.315,0.541,171880,0.034,0.171,6,Latin
67066,Ron - Remix,Feid;Dalex,latin,0.685,0.764,-5.548,0.318,0.925,187720,0.27,0.0599,5,Latin
67068,TENGO FE,Feid,latin,0.571,0.757,-4.547,0.313,0.538,146426,0.264,0.0906,4,Latin
67071,SI TÚ SUPIERAS,Feid,latin,0.664,0.673,-5.382,0.111,0.586,196373,0.376,0.177,6,Latin
67145,Sin Compromiso,J Balvin,latin,0.914,0.774,-4.739,0.427,0.816,189026,0.193,0.159,0,Latin
67171,Ahora,J Balvin,latin,0.784,0.81,-3.223,0.083,0.817,254906,0.0874,0.0622,0,Latin
67211,Christian Dior,Jhayco,latin,0.718,0.835,-5.62,0.108,0.427,147133,0.226,0.0694,1,Latin
67212,Ley Seca,Jhayco;Anuel AA,latin,0.843,0.759,-3.718,0.114,0.56,263666,0.127,0.0913,0,Latin
67220,Easy - Remix,Jhayco;Ozuna,latin,0.748,0.891,-3.844,0.133,0.401,219866,0.186,0.0976,1,Latin
67304,Adicto,Tainy;Anuel AA;Ozuna,latin,0.836,0.734,-4.803,0.179,0.622,270740,0.0171,0.0736,0,Latin
67347,"Agua - Music From ""Sponge On The Run"" Movie",Tainy;J Balvin,latin,0.658,0.76,-5.275,0.195,0.565,157944,0.162,0.275,2,Latin
67406,"No Eres Tú, Soy Yo",Brray,latin,0.512,0.901,-12.077,0.103,0.753,167800,0.327,0.251,0,Latin
67416,All I Want For Christmas Is You,Danna Paola,latin,0.77,0.407,-3.767,0.114,0.21,236866,0.374,0.0334,0,Latin
67429,Bichotes Con Clase,Brray,latin,0.825,0.786,-5.191,0.147,0.752,193400,0.0872,0.259,0,Latin
67438,Te Canto Un Son,Alejandro Sanz,latin,0.66,0.815,-7.68,0.128,0.643,192551,0.381,0.25,0,Latin
67439,Borracho,Brytiago;Wisin,latin,0.701,0.816,-4.119,0.449,0.653,197360,0.481,0.175,0,Latin
67451,Say It Right,Nelly Furtado,latin,0.872,0.872,-6.328,0.0543,0.809,223080,0.0476,0.139,79,Latin
67453,Let It Snow,Luis Fonsi,latin,0.676,0.552,-6.475,0.177,0.452,191333,0.247,0.0627,0,Latin
67458,Mis Planes Son Amarte,Juanes,latin,0.509,0.611,-9.382,0.0855,0.425,210520,0.69,0.127,0,Latin
67470,Calypso - Remix,Luis Fonsi;KAROL G;Andrés Torres;Mauricio Rengifo,latin,0.799,0.878,-2.029,0.392,0.85,184066,0.09,0.104,1,Latin
67477,Calypso,Luis Fonsi;Stefflon Don,latin,0.86,0.866,-3.087,0.402,0.924,200346,0.138,0.0584,1,Latin
67494,Dancing In The Dark,Juanes,latin,0.486,0.629,-8.198,0.117,0.382,244680,0.497,0.0305,1,Latin
67501,Maneater,Nelly Furtado,latin,0.721,0.799,-5.222,0.335,0.66,265426,0.0214,0.0508,1,Latin
67551,Bailando - English Version,Enrique Iglesias;Sean Paul;Descemer Bueno;Gente De Zona,latin,0.844,0.719,-3.529,0.0551,0.941,243240,0.0793,0.103,49,Latin
67554,Why Not Me?,Enrique Iglesias,latin,0.534,0.715,-6.534,0.117,0.341,219360,0.496,0.0414,53,Latin
67558,Bailando - Spanish Version,Enrique Iglesias;Descemer Bueno;Gente De Zona,latin,0.777,0.723,-3.503,0.0451,0.961,243413,0.0426,0.108,55,Latin
67591,A Partir De Hoy,David Bisbal;Sebastian Yatra,latin,0.847,0.652,-5.035,0.378,0.515,196802,0.188,0.0552,0,Latin
67593,Jueves,La Oreja de Van Gogh,latin,0.229,0.546,-7.715,0.0927,0.155,238720,0.938,0.0398,0,Latin
67597,Como Yo Te Amo,Gloria Trevi,latin,0.589,0.515,-4.426,0.104,0.176,288880,0.69,0.0339,0,Latin
67600,Tonight (I'm Fuckin' You),Enrique Iglesias;Ludacris;DJ Frank E,latin,0.89,0.648,-3.982,0.116,0.321,232213,0.0294,0.0523,64,Latin
67604,"Whenever, Wherever",Shakira,latin,0.832,0.794,-4.862,0.203,0.871,196160,0.237,0.0407,75,Latin
67606,Limpio (Spanglish Version),Laura Pausini;Kylie Minogue,latin,0.741,0.686,-3.517,0.16,0.565,207530,0.173,0.0355,5,Latin
67610,Flow Natural,"Tito ""El Bambino"";Beenie Man;Ines",latin,0.789,0.831,-5.498,0.328,0.826,173866,0.121,0.0661,2,Latin
67635,Techno Cumbia,Selena,latin,0.748,0.638,-6.337,0.0541,0.951,225720,0.34,0.0751,0,Latin
67677,Sofia,Alvaro Soler,latin,0.711,0.689,-6.077,0.13,0.914,209733,0.0732,0.0316,1,Latin
67702,Heart Attack,Enrique Iglesias,latin,0.892,0.553,-4.039,0.426,0.479,170146,0.0639,0.0667,45,Latin
67704,Despacito (Featuring Daddy Yankee),Luis Fonsi;Daddy Yankee,latin,0.802,0.659,-4.79,0.123,0.863,228200,0.208,0.148,61,Latin
67716,Last Christmas,Mariah Angeliq,latin,0.812,0.745,-5.77,0.0473,0.968,217893,0.0954,0.0254,0,Latin
67798,Sabor A Miel,Paulina Rubio,latin,0.507,0.575,-7.476,0.103,0.238,212346,0.419,0.0275,0,Latin
67803,Say It Right - Sped Up Remix,Nelly Furtado;Speed Radio,latin,0.941,0.849,-6.448,0.0596,0.765,194160,0.0269,0.223,70,Latin
67807,La La La (Brazil 2014) (feat. Carlinhos Brown),Shakira;Carlinhos Brown,latin,0.806,0.783,-5.449,0.341,0.576,197680,0.179,0.0763,62,Latin
67808,Can't Remember to Forget You (feat. Rihanna),Shakira;Rihanna,latin,0.81,0.694,-3.556,0.141,0.824,206866,0.122,0.0661,75,Latin
67809,Try Everything,Shakira,latin,0.609,0.705,-4.897,0.0846,0.476,196853,0.0257,0.0307,70,Latin
67812,Good Vibes - Official Remix,Fuego;Nicky Jam;De La Ghetto;Amenazzy;C. Tangana,latin,0.614,0.757,-6.042,0.31,0.279,236906,0.0548,0.139,3,Latin
67853,Hey Mor,Ozuna;Feid,latin,0.589,0.901,-6.713,0.0992,0.399,196600,0.00302,0.289,75,Latin
67869,Te Marchaste,Ozuna,latin,0.67,0.738,-4.407,0.295,0.475,240026,0.487,0.0792,59,Latin
67893,Te Reto,Alexis y Fido;Yandel,latin,0.681,0.824,-5.473,0.15,0.516,232213,0.0107,0.315,1,Latin
67901,LONDON (feat. J. Cole),BIA;J. Cole,latin,0.671,0.644,-5.156,0.0855,0.563,250722,0.0225,0.315,70,Latin
67914,Hoy Me Atrevo,Ñejo & Dalmata,latin,0.841,0.844,-6.671,0.0501,0.831,208800,0.156,0.138,2,Latin
67923,"One, Two, Three, GO!",Belanova,latin,0.884,0.521,-2.739,0.0659,0.61,164506,0.000371,0.0412,0,Latin
67950,Heartbeat,Enrique Iglesias;Nicole Scherzinger,latin,0.888,0.567,-3.201,0.279,0.41,256226,0.0228,0.0993,56,Latin
67951,Tonight (I'm Lovin' You),Enrique Iglesias;Ludacris;DJ Frank E,latin,0.884,0.651,-3.986,0.202,0.285,231293,0.0242,0.0533,51,Latin
67952,Do You Know? (The Ping Pong Song),Enrique Iglesias,latin,0.765,0.755,-4.328,0.0326,0.691,218053,0.0503,0.0486,55,Latin
67953,Dirty Dancer,Enrique Iglesias;Usher,latin,0.939,0.651,-3.606,0.139,0.733,214453,0.00604,0.0774,55,Latin
67956,Mambo No. 5 (a Little Bit of...),Lou Bega,latin,0.807,0.622,-6.752,0.306,0.892,220293,0.103,0.408,77,Latin
67993,Soy Un Desastre,Timbiriche,latin,0.968,0.818,-5.865,0.155,0.858,234746,0.271,0.0833,0,Latin
68553,Party,Bad Bunny;Rauw Alejandro,latino,0.799,0.829,-5.389,0.242,0.471,227628,0.0151,0.0897,90,Latin
68601,UN DIA (ONE DAY) (Feat. Tainy),J Balvin;Dua Lipa;Bad Bunny;Tainy,latino,0.693,0.571,-8.234,0.173,0.393,232253,0.00536,0.0545,75,Latin
68633,Dime Si Te Vas Con Él,Flex;Mr. Saik,latino,0.824,0.786,-5.405,0.267,0.62,235671,0.255,0.055,49,Latin
68636,Everything,Joey Montana;Danna Paola;NASRI,latino,0.904,0.752,-2.846,0.0723,0.526,183786,0.0206,0.0701,0,Latin
68661,Hey Ma (with J Balvin & Pitbull feat. Camila Cabello),J Balvin;Pitbull;Camila Cabello,latino,0.952,0.713,-2.959,0.117,0.571,195040,0.0203,0.108,47,Latin
68665,Noche de Novela (feat. Ed Sheeran),Paulo Londra;Ed Sheeran,latino,0.585,0.522,-7.205,0.0909,0.411,191896,0.00208,0.129,75,Latin
68684,Replay,Maikel Delacalle,latino,0.799,0.726,-5.858,0.107,0.765,217103,0.203,0.0587,0,Latin
68688,Mucho Pa Ti,Farina,latino,0.7,0.733,-5.026,0.14,0.639,153746,0.661,0.368,0,Latin
68701,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy;Bad Bunny;Julieta Venegas,latino,0.703,0.639,-6.33,0.0865,0.138,207301,0.0889,0.0794,87,Latin
68704,No Me Ame,Rvssian;Anuel AA;Juice WRLD,latino,0.766,0.68,-4.799,0.116,0.28,180000,0.0411,0.0923,63,Latin
68711,Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Ozuna;GIMS;RedOne;FIFA Sound,latino,0.888,0.675,-3.343,0.337,0.526,219831,0.12,0.035,63,Latin
68716,Un Ratito,Bad Bunny,latino,0.546,0.787,-7.094,0.122,0.222,176936,0.305,0.0532,87,Latin
68720,Un Día (One Day),J Balvin;Dua Lipa;Bad Bunny;Tainy,latino,0.634,0.572,-10.599,0.129,0.432,231815,0.00547,0.0617,65,Latin
68722,Chance,Franky Style;C.R.O,latino,0.61,0.851,-8.737,0.17,0.64,260257,0.735,0.224,43,Latin
68727,Mayor Que Usted,Natti Natasha;Daddy Yankee;Wisin & Yandel,latino,0.839,0.625,-4.824,0.464,0.771,233519,0.00762,0.0927,81,Latin
68728,PAPI (feat. Babywine & Alberto Stylee),DJ Nelson;Jose De Las Heras;Alejandro Armes;Babywine;Alberto Stylee,latino,0.716,0.909,-6.628,0.106,0.417,187092,0.359,0.126,54,Latin
68731,It's Your Birthday,Andreea D,latino,0.877,0.812,-3.902,0.29,0.845,210878,0.0577,0.0463,51,Latin
68758,Adictiva,Daddy Yankee;Anuel AA,latino,0.771,0.788,-3.206,0.172,0.701,207853,0.291,0.0563,70,Latin
68761,With You Tonight (Hasta El Amanecer),Nicky Jam,latino,0.588,0.781,-5.348,0.0983,0.564,208973,0.317,0.0386,46,Latin
68791,No Days Off,Julianno Sosa,latino,0.681,0.835,-7.07,0.392,0.195,124528,0.139,0.0727,42,Latin
68793,TrapStar,Julianno Sosa,latino,0.648,0.861,-6.286,0.1,0.34,141639,0.126,0.193,43,Latin
68801,Agua (with J Balvin),Tainy;J Balvin,latino,0.651,0.778,-5.421,0.177,0.569,159665,0.167,0.266,69,Latin
68815,Only The Team (with Lil Mosey & Lil Tjay),Rvssian;Lil Mosey;Lil Tjay,latino,0.774,0.764,-2.871,0.113,0.597,168979,0.0178,0.202,63,Latin
68818,"Gasolina (with Pitbull, Lil Jon, Noriega, Dj Buddha) - Dj Buddha Remix",Daddy Yankee;Pitbull;Lil Jon;Noriega;DJ Buddha,latino,0.817,0.714,-7.524,0.122,0.637,283040,0.0435,0.188,55,Latin
68823,That's Lit,Galee Galee;Harry Nach,latino,0.713,0.91,-6.452,0.149,0.539,189959,0.422,0.165,42,Latin
68828,Oye Mira Nena (Remix) [feat. Frankie Boy],Jamsha;Frankie Boy,latino,0.732,0.894,-5.497,0.569,0.837,244904,0.0326,0.106,42,Latin
68855,She Don't Give a Fo,Duki;KHEA,latino,0.556,0.854,-4.49,0.165,0.342,209531,0.345,0.14,82,Latin
68868,La Curiosidad (feat. Myke Towers) - Mixed,Jay Wheeler;DJ Nelson;Myke Towers,latino,0.752,0.809,-3.638,0.303,0.858,93652,0.114,0.206,74,Latin
68870,CALLAU,Young Cister,latino,0.719,0.797,-3.976,0.0997,0.649,210842,0.334,0.186,41,Latin
68883,"Gatita Loca (Remix) [feat. Mackie, Kevin Roldan, Yomo & Jowell & Randy]",Ronald El Killa;Mackie;Kevin Roldan;Yomo;Jowell & Randy,latino,0.685,0.848,-2.773,0.681,0.746,303440,0.00701,0.15,40,Latin
68894,Mas - Remastered,Kinky,latino,0.803,0.697,-6.641,0.112,0.707,260426,0.433,0.0477,42,Latin
68899,Hay Secretos,Canticuénticos,latino,0.18,0.481,-11.993,0.109,0.151,208386,0.831,0.0356,40,Latin
68900,Yo Voy,Zion & Lennox;Daddy Yankee,latino,0.747,0.793,-4.854,0.0828,0.57,231840,0.0694,0.165,56,Latin
68909,23 (With Ape Drums),Randy;Ape Drums,latino,0.724,0.828,-3.555,0.468,0.896,167504,0.0424,0.0715,64,Latin
68911,X - Spanglish Version,Nicky Jam;J Balvin,latino,0.721,0.658,-3.803,0.341,0.677,172128,0.00217,0.0699,45,Latin
68917,Brother,Anuel AA,latino,0.625,0.592,-6.203,0.287,0.555,209578,0.618,0.2,77,Latin
68920,Sin Novia,Nicky Jam,latino,0.752,0.747,-5.324,0.128,0.512,188411,0.116,0.0417,75,Latin
68922,Chat,Young Cister,latino,0.364,0.83,-7.583,0.0476,0.248,181930,0.468,0.177,39,Latin
68931,No Seas Bobo,Yaga & Mackie,latino,0.909,0.718,-5.847,0.162,0.738,218706,0.0266,0.141,40,Latin
68968,A Tu Merced,Bad Bunny,latino,0.791,0.86,-4.784,0.106,0.887,175918,0.169,0.0568,83,Latin
68987,Te Pito o Te Henua,Mazapán,latino,0.278,0.667,-11.925,0.102,0.327,114073,0.951,0.0902,39,Latin
70007,Slow Motion,Lu Han,mandopop,0.59,0.744,-6.093,0.0999,0.564,153673,0.612,0.0394,51,Pop
70022,That's Why I Like You,Eric Chou,mandopop,0.575,0.708,-8.212,0.23,0.151,213148,0.173,0.0314,50,Pop
70034,Without You,高爾宣 OSN,mandopop,0.698,0.669,-4.613,0.102,0.286,175500,0.573,0.091,63,Pop
70062,Nightglow - 崩壞3印象曲,Tanya Chua,mandopop,0.537,0.417,-6.162,0.0729,0.167,183468,0.356,0.0331,50,Pop
70075,Bedroom (feat. Anne-Marie),JJ Lin;Anne-Marie,mandopop,0.424,0.369,-5.431,0.184,0.181,203990,0.64,0.0318,52,Pop
70079,I See You Everywhere,Eric Chou,mandopop,0.519,0.542,-8.902,0.134,0.162,243600,0.693,0.0339,53,Pop
70121,Black White,Z.TAO,mandopop,0.748,0.571,-4.539,0.141,0.204,236054,0.184,0.0549,36,Pop
70180,Room for You,Eric Chou,mandopop,0.674,0.568,-8.553,0.118,0.391,207743,0.573,0.0302,47,Pop
70190,You Better Not Think About Me,Hebe Tien,mandopop,0.405,0.588,-7.328,0.309,0.167,280524,0.579,0.0265,49,Pop
70245,Love Me True,Power Station,mandopop,0.502,0.471,-6.357,0.108,0.201,313281,0.285,0.0295,51,Pop
70265,Nightglow - 崩坏3印象曲,Tanya Chua,mandopop,0.537,0.417,-6.162,0.0729,0.167,183468,0.359,0.033,45,Pop
70268,Drinking On A Tuesday,Patrick Brasca,mandopop,0.74,0.665,-5.705,0.231,0.914,196707,0.142,0.0319,45,Pop
70292,Storm - English Version,吳青峰;AURORA,mandopop,0.587,0.506,-7.922,0.158,0.216,229021,0.0849,0.06,48,Pop
70304,對等關係 (feat. 張惠妹),Ronghao Li;A-Mei Chang,mandopop,0.563,0.467,-4.294,0.121,0.209,327228,0.747,0.0282,57,Pop
70360,Work,高爾宣 OSN;sunkis,mandopop,0.722,0.687,-6.653,0.113,0.114,166227,0.136,0.0408,58,Pop
70387,溫柔 #MaydayBlue20th - feat.孫燕姿,Mayday;Stefanie Sun,mandopop,0.675,0.437,-6.223,0.127,0.364,271018,0.392,0.0379,53,Pop
70399,Without You - Acoustic Version,高爾宣 OSN;Vicky Chen,mandopop,0.715,0.544,-3.333,0.0624,0.573,204155,0.59,0.0478,54,Pop
70407,Slow Ride,Lu Han,mandopop,0.657,0.674,-6.392,0.107,0.4,181244,0.526,0.119,41,Pop
70481,Be Your Sunshine,Boon Hui Lu,mandopop,0.497,0.527,-9.449,0.0771,0.358,215179,0.0445,0.0356,28,Pop
